2026-03-06 18:16:35,235 - INFO - Starting Evaluation on device: cuda
2026-03-06 18:16:42,027 - INFO - Filtered execution to single model: TSDiff (ICLR 23)
2026-03-06 18:16:42,027 - INFO - === Running evaluation for SEED: 42 ===
2026-03-06 18:16:42,028 - INFO - Evaluating TSDiff (ICLR 23)...
2026-03-06 18:16:42,028 - INFO - Training TSDiff (ICLR 2023) ...
2026-03-06 18:16:50,370 - INFO - [TSDiff] Epoch 2/100 - batch 320/836, loss=0.640741
2026-03-06 18:16:50,495 - INFO - [TSDiff] Epoch 2/100 - batch 340/836, loss=0.544377
2026-03-06 18:16:50,616 - INFO - [TSDiff] Epoch 2/100 - batch 360/836, loss=0.534965
2026-03-06 18:16:50,737 - INFO - [TSDiff] Epoch 2/100 - batch 380/836, loss=0.592565
2026-03-06 18:16:50,857 - INFO - [TSDiff] Epoch 2/100 - batch 400/836, loss=0.655531
2026-03-06 18:16:50,981 - INFO - [TSDiff] Epoch 2/100 - batch 420/836, loss=0.700721
2026-03-06 18:16:51,105 - INFO - [TSDiff] Epoch 2/100 - batch 440/836, loss=0.537060
2026-03-06 18:16:51,230 - INFO - [TSDiff] Epoch 2/100 - batch 460/836, loss=0.451768
2026-03-06 18:16:51,355 - INFO - [TSDiff] Epoch 2/100 - batch 480/836, loss=0.630853
2026-03-06 18:16:51,480 - INFO - [TSDiff] Epoch 2/100 - batch 500/836, loss=0.538931
2026-03-06 18:16:51,604 - INFO - [TSDiff] Epoch 2/100 - batch 520/836, loss=0.497793
2026-03-06 18:16:51,732 - INFO - [TSDiff] Epoch 2/100 - batch 540/836, loss=0.490495
2026-03-06 18:16:51,864 - INFO - [TSDiff] Epoch 2/100 - batch 560/836, loss=0.633693
2026-03-06 18:16:51,998 - INFO - [TSDiff] Epoch 2/100 - batch 580/836, loss=0.494104
2026-03-06 18:16:52,135 - INFO - [TSDiff] Epoch 2/100 - batch 600/836, loss=0.472133
2026-03-06 18:16:52,271 - INFO - [TSDiff] Epoch 2/100 - batch 620/836, loss=0.629698
2026-03-06 18:16:52,408 - INFO - [TSDiff] Epoch 2/100 - batch 640/836, loss=0.473833
2026-03-06 18:16:52,545 - INFO - [TSDiff] Epoch 2/100 - batch 660/836, loss=0.625612
2026-03-06 18:16:52,682 - INFO - [TSDiff] Epoch 2/100 - batch 680/836, loss=0.481074
2026-03-06 18:16:52,818 - INFO - [TSDiff] Epoch 2/100 - batch 700/836, loss=0.450200
2026-03-06 18:16:52,955 - INFO - [TSDiff] Epoch 2/100 - batch 720/836, loss=0.466589
2026-03-06 18:16:53,091 - INFO - [TSDiff] Epoch 2/100 - batch 740/836, loss=0.612343
2026-03-06 18:16:53,228 - INFO - [TSDiff] Epoch 2/100 - batch 760/836, loss=0.552876
2026-03-06 18:16:53,365 - INFO - [TSDiff] Epoch 2/100 - batch 780/836, loss=0.454554
2026-03-06 18:16:53,501 - INFO - [TSDiff] Epoch 2/100 - batch 800/836, loss=0.541149
2026-03-06 18:16:53,638 - INFO - [TSDiff] Epoch 2/100 - batch 820/836, loss=0.450984
2026-03-06 18:16:53,750 - INFO - [TSDiff] Epoch 2/100 - batch 836/836, loss=0.327095
2026-03-06 18:16:53,750 - INFO - [TSDiff] Epoch 2/100 - avg_loss=0.582602, batches=836
2026-03-06 18:16:53,885 - INFO - [TSDiff] Epoch 3/100 - batch 20/836, loss=0.494927
2026-03-06 18:16:54,015 - INFO - [TSDiff] Epoch 3/100 - batch 40/836, loss=0.434256
2026-03-06 18:16:54,144 - INFO - [TSDiff] Epoch 3/100 - batch 60/836, loss=0.591778
2026-03-06 18:16:54,272 - INFO - [TSDiff] Epoch 3/100 - batch 80/836, loss=0.345033
2026-03-06 18:16:54,396 - INFO - [TSDiff] Epoch 3/100 - batch 100/836, loss=0.655378
2026-03-06 18:16:54,520 - INFO - [TSDiff] Epoch 3/100 - batch 120/836, loss=0.437759
2026-03-06 18:16:54,645 - INFO - [TSDiff] Epoch 3/100 - batch 140/836, loss=0.477835
2026-03-06 18:16:54,770 - INFO - [TSDiff] Epoch 3/100 - batch 160/836, loss=0.398848
2026-03-06 18:16:54,894 - INFO - [TSDiff] Epoch 3/100 - batch 180/836, loss=0.428091
2026-03-06 18:16:55,018 - INFO - [TSDiff] Epoch 3/100 - batch 200/836, loss=0.512231
2026-03-06 18:16:55,143 - INFO - [TSDiff] Epoch 3/100 - batch 220/836, loss=0.354407
2026-03-06 18:16:55,266 - INFO - [TSDiff] Epoch 3/100 - batch 240/836, loss=0.596582
2026-03-06 18:16:55,391 - INFO - [TSDiff] Epoch 3/100 - batch 260/836, loss=0.454112
2026-03-06 18:16:55,516 - INFO - [TSDiff] Epoch 3/100 - batch 280/836, loss=0.390795
2026-03-06 18:16:55,640 - INFO - [TSDiff] Epoch 3/100 - batch 300/836, loss=0.460490
2026-03-06 18:16:55,764 - INFO - [TSDiff] Epoch 3/100 - batch 320/836, loss=0.436279
2026-03-06 18:16:55,886 - INFO - [TSDiff] Epoch 3/100 - batch 340/836, loss=0.387805
2026-03-06 18:16:56,007 - INFO - [TSDiff] Epoch 3/100 - batch 360/836, loss=0.390999
2026-03-06 18:16:56,128 - INFO - [TSDiff] Epoch 3/100 - batch 380/836, loss=0.584691
2026-03-06 18:16:56,251 - INFO - [TSDiff] Epoch 3/100 - batch 400/836, loss=0.370757
2026-03-06 18:16:56,373 - INFO - [TSDiff] Epoch 3/100 - batch 420/836, loss=0.423126
2026-03-06 18:16:56,497 - INFO - [TSDiff] Epoch 3/100 - batch 440/836, loss=0.402993
2026-03-06 18:16:56,622 - INFO - [TSDiff] Epoch 3/100 - batch 460/836, loss=0.438792
2026-03-06 18:16:56,746 - INFO - [TSDiff] Epoch 3/100 - batch 480/836, loss=0.392781
2026-03-06 18:16:56,869 - INFO - [TSDiff] Epoch 3/100 - batch 500/836, loss=0.460533
2026-03-06 18:16:56,996 - INFO - [TSDiff] Epoch 3/100 - batch 520/836, loss=0.511216
2026-03-06 18:16:57,122 - INFO - [TSDiff] Epoch 3/100 - batch 540/836, loss=0.302913
2026-03-06 18:16:57,251 - INFO - [TSDiff] Epoch 3/100 - batch 560/836, loss=0.375166
2026-03-06 18:16:57,373 - INFO - [TSDiff] Epoch 3/100 - batch 580/836, loss=0.419523
2026-03-06 18:16:57,497 - INFO - [TSDiff] Epoch 3/100 - batch 600/836, loss=0.341251
2026-03-06 18:16:57,619 - INFO - [TSDiff] Epoch 3/100 - batch 620/836, loss=0.389513
2026-03-06 18:16:57,740 - INFO - [TSDiff] Epoch 3/100 - batch 640/836, loss=0.428779
2026-03-06 18:16:57,863 - INFO - [TSDiff] Epoch 3/100 - batch 660/836, loss=0.314153
2026-03-06 18:16:57,984 - INFO - [TSDiff] Epoch 3/100 - batch 680/836, loss=0.524707
2026-03-06 18:16:58,104 - INFO - [TSDiff] Epoch 3/100 - batch 700/836, loss=0.262597
2026-03-06 18:16:58,227 - INFO - [TSDiff] Epoch 3/100 - batch 720/836, loss=0.410424
2026-03-06 18:16:58,348 - INFO - [TSDiff] Epoch 3/100 - batch 740/836, loss=0.352518
2026-03-06 18:16:58,470 - INFO - [TSDiff] Epoch 3/100 - batch 760/836, loss=0.383235
2026-03-06 18:16:58,591 - INFO - [TSDiff] Epoch 3/100 - batch 780/836, loss=0.372789
2026-03-06 18:16:58,714 - INFO - [TSDiff] Epoch 3/100 - batch 800/836, loss=0.331099
2026-03-06 18:16:58,836 - INFO - [TSDiff] Epoch 3/100 - batch 820/836, loss=0.341354
2026-03-06 18:16:58,935 - INFO - [TSDiff] Epoch 3/100 - batch 836/836, loss=0.268760
2026-03-06 18:16:58,936 - INFO - [TSDiff] Epoch 3/100 - avg_loss=0.429008, batches=836
2026-03-06 18:16:59,069 - INFO - [TSDiff] Epoch 4/100 - batch 20/836, loss=0.486460
2026-03-06 18:16:59,210 - INFO - [TSDiff] Epoch 4/100 - batch 40/836, loss=0.223745
2026-03-06 18:16:59,355 - INFO - [TSDiff] Epoch 4/100 - batch 60/836, loss=0.335997
2026-03-06 18:16:59,501 - INFO - [TSDiff] Epoch 4/100 - batch 80/836, loss=0.377924
2026-03-06 18:16:59,651 - INFO - [TSDiff] Epoch 4/100 - batch 100/836, loss=0.255889
2026-03-06 18:16:59,801 - INFO - [TSDiff] Epoch 4/100 - batch 120/836, loss=0.317413
2026-03-06 18:16:59,951 - INFO - [TSDiff] Epoch 4/100 - batch 140/836, loss=0.304899
2026-03-06 18:17:00,105 - INFO - [TSDiff] Epoch 4/100 - batch 160/836, loss=0.321548
2026-03-06 18:17:00,264 - INFO - [TSDiff] Epoch 4/100 - batch 180/836, loss=0.313768
2026-03-06 18:17:00,422 - INFO - [TSDiff] Epoch 4/100 - batch 200/836, loss=0.432349
2026-03-06 18:17:00,581 - INFO - [TSDiff] Epoch 4/100 - batch 220/836, loss=0.368818
2026-03-06 18:17:00,742 - INFO - [TSDiff] Epoch 4/100 - batch 240/836, loss=0.258790
2026-03-06 18:17:00,901 - INFO - [TSDiff] Epoch 4/100 - batch 260/836, loss=0.325050
2026-03-06 18:17:01,061 - INFO - [TSDiff] Epoch 4/100 - batch 280/836, loss=0.367975
2026-03-06 18:17:01,221 - INFO - [TSDiff] Epoch 4/100 - batch 300/836, loss=0.312481
2026-03-06 18:17:01,384 - INFO - [TSDiff] Epoch 4/100 - batch 320/836, loss=0.347488
2026-03-06 18:17:01,545 - INFO - [TSDiff] Epoch 4/100 - batch 340/836, loss=0.282842
2026-03-06 18:17:01,704 - INFO - [TSDiff] Epoch 4/100 - batch 360/836, loss=0.356937
2026-03-06 18:17:01,863 - INFO - [TSDiff] Epoch 4/100 - batch 380/836, loss=0.267090
2026-03-06 18:17:02,022 - INFO - [TSDiff] Epoch 4/100 - batch 400/836, loss=0.373003
2026-03-06 18:17:02,181 - INFO - [TSDiff] Epoch 4/100 - batch 420/836, loss=0.386849
2026-03-06 18:17:02,340 - INFO - [TSDiff] Epoch 4/100 - batch 440/836, loss=0.269877
2026-03-06 18:17:02,499 - INFO - [TSDiff] Epoch 4/100 - batch 460/836, loss=0.294058
2026-03-06 18:17:02,657 - INFO - [TSDiff] Epoch 4/100 - batch 480/836, loss=0.352838
2026-03-06 18:17:02,816 - INFO - [TSDiff] Epoch 4/100 - batch 500/836, loss=0.299079
2026-03-06 18:17:02,975 - INFO - [TSDiff] Epoch 4/100 - batch 520/836, loss=0.321589
2026-03-06 18:17:03,133 - INFO - [TSDiff] Epoch 4/100 - batch 540/836, loss=0.256715
2026-03-06 18:17:03,292 - INFO - [TSDiff] Epoch 4/100 - batch 560/836, loss=0.335976
2026-03-06 18:17:03,452 - INFO - [TSDiff] Epoch 4/100 - batch 580/836, loss=0.245718
2026-03-06 18:17:03,611 - INFO - [TSDiff] Epoch 4/100 - batch 600/836, loss=0.305939
2026-03-06 18:17:03,770 - INFO - [TSDiff] Epoch 4/100 - batch 620/836, loss=0.389382
2026-03-06 18:17:03,929 - INFO - [TSDiff] Epoch 4/100 - batch 640/836, loss=0.244611
2026-03-06 18:17:04,088 - INFO - [TSDiff] Epoch 4/100 - batch 660/836, loss=0.226989
2026-03-06 18:17:04,250 - INFO - [TSDiff] Epoch 4/100 - batch 680/836, loss=0.300634
2026-03-06 18:17:04,410 - INFO - [TSDiff] Epoch 4/100 - batch 700/836, loss=0.291396
2026-03-06 18:17:04,569 - INFO - [TSDiff] Epoch 4/100 - batch 720/836, loss=0.309325
2026-03-06 18:17:04,728 - INFO - [TSDiff] Epoch 4/100 - batch 740/836, loss=0.288865
2026-03-06 18:17:04,888 - INFO - [TSDiff] Epoch 4/100 - batch 760/836, loss=0.321173
2026-03-06 18:17:05,047 - INFO - [TSDiff] Epoch 4/100 - batch 780/836, loss=0.344754
2026-03-06 18:17:05,206 - INFO - [TSDiff] Epoch 4/100 - batch 800/836, loss=0.302355
2026-03-06 18:17:05,365 - INFO - [TSDiff] Epoch 4/100 - batch 820/836, loss=0.340854
2026-03-06 18:17:05,497 - INFO - [TSDiff] Epoch 4/100 - batch 836/836, loss=0.282330
2026-03-06 18:17:05,498 - INFO - [TSDiff] Epoch 4/100 - avg_loss=0.319186, batches=836
2026-03-06 18:17:05,623 - INFO - [TSDiff] Epoch 5/100 - batch 20/836, loss=0.413534
2026-03-06 18:17:05,736 - INFO - [TSDiff] Epoch 5/100 - batch 40/836, loss=0.328321
2026-03-06 18:17:05,852 - INFO - [TSDiff] Epoch 5/100 - batch 60/836, loss=0.274545
2026-03-06 18:17:05,963 - INFO - [TSDiff] Epoch 5/100 - batch 80/836, loss=0.263169
2026-03-06 18:17:06,083 - INFO - [TSDiff] Epoch 5/100 - batch 100/836, loss=0.336431
2026-03-06 18:17:06,216 - INFO - [TSDiff] Epoch 5/100 - batch 120/836, loss=0.324841
2026-03-06 18:17:06,356 - INFO - [TSDiff] Epoch 5/100 - batch 140/836, loss=0.247668
2026-03-06 18:17:06,498 - INFO - [TSDiff] Epoch 5/100 - batch 160/836, loss=0.325607
2026-03-06 18:17:06,639 - INFO - [TSDiff] Epoch 5/100 - batch 180/836, loss=0.450048
2026-03-06 18:17:06,781 - INFO - [TSDiff] Epoch 5/100 - batch 200/836, loss=0.263060
2026-03-06 18:17:06,923 - INFO - [TSDiff] Epoch 5/100 - batch 220/836, loss=0.303861
2026-03-06 18:17:07,065 - INFO - [TSDiff] Epoch 5/100 - batch 240/836, loss=0.334716
2026-03-06 18:17:07,207 - INFO - [TSDiff] Epoch 5/100 - batch 260/836, loss=0.318384
2026-03-06 18:17:07,348 - INFO - [TSDiff] Epoch 5/100 - batch 280/836, loss=0.281849
2026-03-06 18:17:07,490 - INFO - [TSDiff] Epoch 5/100 - batch 300/836, loss=0.293896
2026-03-06 18:17:07,631 - INFO - [TSDiff] Epoch 5/100 - batch 320/836, loss=0.363503
2026-03-06 18:17:07,773 - INFO - [TSDiff] Epoch 5/100 - batch 340/836, loss=0.260732
2026-03-06 18:17:07,917 - INFO - [TSDiff] Epoch 5/100 - batch 360/836, loss=0.311066
2026-03-06 18:17:08,059 - INFO - [TSDiff] Epoch 5/100 - batch 380/836, loss=0.318107
2026-03-06 18:17:08,196 - INFO - [TSDiff] Epoch 5/100 - batch 400/836, loss=0.284921
2026-03-06 18:17:08,347 - INFO - [TSDiff] Epoch 5/100 - batch 420/836, loss=0.202721
2026-03-06 18:17:08,494 - INFO - [TSDiff] Epoch 5/100 - batch 440/836, loss=0.299212
2026-03-06 18:17:08,640 - INFO - [TSDiff] Epoch 5/100 - batch 460/836, loss=0.279481
2026-03-06 18:17:08,788 - INFO - [TSDiff] Epoch 5/100 - batch 480/836, loss=0.323807
2026-03-06 18:17:08,935 - INFO - [TSDiff] Epoch 5/100 - batch 500/836, loss=0.253866
2026-03-06 18:17:09,081 - INFO - [TSDiff] Epoch 5/100 - batch 520/836, loss=0.297108
2026-03-06 18:17:09,227 - INFO - [TSDiff] Epoch 5/100 - batch 540/836, loss=0.313585
2026-03-06 18:17:09,372 - INFO - [TSDiff] Epoch 5/100 - batch 560/836, loss=0.247134
2026-03-06 18:17:09,519 - INFO - [TSDiff] Epoch 5/100 - batch 580/836, loss=0.364757
2026-03-06 18:17:09,665 - INFO - [TSDiff] Epoch 5/100 - batch 600/836, loss=0.246800
2026-03-06 18:17:09,810 - INFO - [TSDiff] Epoch 5/100 - batch 620/836, loss=0.207155
2026-03-06 18:17:09,956 - INFO - [TSDiff] Epoch 5/100 - batch 640/836, loss=0.245002
2026-03-06 18:17:10,104 - INFO - [TSDiff] Epoch 5/100 - batch 660/836, loss=0.294583
2026-03-06 18:17:10,251 - INFO - [TSDiff] Epoch 5/100 - batch 680/836, loss=0.372266
2026-03-06 18:17:10,397 - INFO - [TSDiff] Epoch 5/100 - batch 700/836, loss=0.246486
2026-03-06 18:17:10,544 - INFO - [TSDiff] Epoch 5/100 - batch 720/836, loss=0.232147
2026-03-06 18:17:10,689 - INFO - [TSDiff] Epoch 5/100 - batch 740/836, loss=0.254246
2026-03-06 18:17:10,837 - INFO - [TSDiff] Epoch 5/100 - batch 760/836, loss=0.324654
2026-03-06 18:17:10,983 - INFO - [TSDiff] Epoch 5/100 - batch 780/836, loss=0.281648
2026-03-06 18:17:11,129 - INFO - [TSDiff] Epoch 5/100 - batch 800/836, loss=0.294643
2026-03-06 18:17:11,275 - INFO - [TSDiff] Epoch 5/100 - batch 820/836, loss=0.259180
2026-03-06 18:17:11,396 - INFO - [TSDiff] Epoch 5/100 - batch 836/836, loss=0.286398
2026-03-06 18:17:11,396 - INFO - [TSDiff] Epoch 5/100 - avg_loss=0.297470, batches=836
2026-03-06 18:17:11,511 - INFO - [TSDiff] Epoch 6/100 - batch 20/836, loss=0.396728
2026-03-06 18:17:11,622 - INFO - [TSDiff] Epoch 6/100 - batch 40/836, loss=0.231139
2026-03-06 18:17:11,731 - INFO - [TSDiff] Epoch 6/100 - batch 60/836, loss=0.275558
2026-03-06 18:17:11,839 - INFO - [TSDiff] Epoch 6/100 - batch 80/836, loss=0.261734
2026-03-06 18:17:11,950 - INFO - [TSDiff] Epoch 6/100 - batch 100/836, loss=0.301142
2026-03-06 18:17:12,066 - INFO - [TSDiff] Epoch 6/100 - batch 120/836, loss=0.278796
2026-03-06 18:17:12,187 - INFO - [TSDiff] Epoch 6/100 - batch 140/836, loss=0.230510
2026-03-06 18:17:12,312 - INFO - [TSDiff] Epoch 6/100 - batch 160/836, loss=0.273697
2026-03-06 18:17:12,445 - INFO - [TSDiff] Epoch 6/100 - batch 180/836, loss=0.224147
2026-03-06 18:17:12,584 - INFO - [TSDiff] Epoch 6/100 - batch 200/836, loss=0.276181
2026-03-06 18:17:12,726 - INFO - [TSDiff] Epoch 6/100 - batch 220/836, loss=0.216506
2026-03-06 18:17:12,869 - INFO - [TSDiff] Epoch 6/100 - batch 240/836, loss=0.310671
2026-03-06 18:17:13,011 - INFO - [TSDiff] Epoch 6/100 - batch 260/836, loss=0.249408
2026-03-06 18:17:13,153 - INFO - [TSDiff] Epoch 6/100 - batch 280/836, loss=0.263403
2026-03-06 18:17:13,294 - INFO - [TSDiff] Epoch 6/100 - batch 300/836, loss=0.267434
2026-03-06 18:17:13,436 - INFO - [TSDiff] Epoch 6/100 - batch 320/836, loss=0.265607
2026-03-06 18:17:13,578 - INFO - [TSDiff] Epoch 6/100 - batch 340/836, loss=0.302262
2026-03-06 18:17:13,720 - INFO - [TSDiff] Epoch 6/100 - batch 360/836, loss=0.216706
2026-03-06 18:17:13,862 - INFO - [TSDiff] Epoch 6/100 - batch 380/836, loss=0.269721
2026-03-06 18:17:14,005 - INFO - [TSDiff] Epoch 6/100 - batch 400/836, loss=0.235990
2026-03-06 18:17:14,147 - INFO - [TSDiff] Epoch 6/100 - batch 420/836, loss=0.294827
2026-03-06 18:17:14,288 - INFO - [TSDiff] Epoch 6/100 - batch 440/836, loss=0.267138
2026-03-06 18:17:14,431 - INFO - [TSDiff] Epoch 6/100 - batch 460/836, loss=0.230768
2026-03-06 18:17:14,572 - INFO - [TSDiff] Epoch 6/100 - batch 480/836, loss=0.307883
2026-03-06 18:17:14,714 - INFO - [TSDiff] Epoch 6/100 - batch 500/836, loss=0.376723
2026-03-06 18:17:14,858 - INFO - [TSDiff] Epoch 6/100 - batch 520/836, loss=0.287266
2026-03-06 18:17:15,004 - INFO - [TSDiff] Epoch 6/100 - batch 540/836, loss=0.241870
2026-03-06 18:17:15,151 - INFO - [TSDiff] Epoch 6/100 - batch 560/836, loss=0.301928
2026-03-06 18:17:15,297 - INFO - [TSDiff] Epoch 6/100 - batch 580/836, loss=0.310724
2026-03-06 18:17:15,446 - INFO - [TSDiff] Epoch 6/100 - batch 600/836, loss=0.329594
2026-03-06 18:17:15,593 - INFO - [TSDiff] Epoch 6/100 - batch 620/836, loss=0.268219
2026-03-06 18:17:15,740 - INFO - [TSDiff] Epoch 6/100 - batch 640/836, loss=0.199451
2026-03-06 18:17:15,886 - INFO - [TSDiff] Epoch 6/100 - batch 660/836, loss=0.194839
2026-03-06 18:17:16,032 - INFO - [TSDiff] Epoch 6/100 - batch 680/836, loss=0.353484
2026-03-06 18:17:16,178 - INFO - [TSDiff] Epoch 6/100 - batch 700/836, loss=0.253874
2026-03-06 18:17:16,323 - INFO - [TSDiff] Epoch 6/100 - batch 720/836, loss=0.267868
2026-03-06 18:17:16,470 - INFO - [TSDiff] Epoch 6/100 - batch 740/836, loss=0.243776
2026-03-06 18:17:16,612 - INFO - [TSDiff] Epoch 6/100 - batch 760/836, loss=0.279408
2026-03-06 18:17:16,753 - INFO - [TSDiff] Epoch 6/100 - batch 780/836, loss=0.254080
2026-03-06 18:17:16,895 - INFO - [TSDiff] Epoch 6/100 - batch 800/836, loss=0.271069
2026-03-06 18:17:17,036 - INFO - [TSDiff] Epoch 6/100 - batch 820/836, loss=0.359268
2026-03-06 18:17:17,153 - INFO - [TSDiff] Epoch 6/100 - batch 836/836, loss=0.258310
2026-03-06 18:17:17,153 - INFO - [TSDiff] Epoch 6/100 - avg_loss=0.276563, batches=836
2026-03-06 18:17:17,286 - INFO - [TSDiff] Epoch 7/100 - batch 20/836, loss=0.232159
2026-03-06 18:17:17,418 - INFO - [TSDiff] Epoch 7/100 - batch 40/836, loss=0.249823
2026-03-06 18:17:17,549 - INFO - [TSDiff] Epoch 7/100 - batch 60/836, loss=0.197011
